PuzzleId,FEN,Moves,Rating,Themes
0AEKr,r1b1k2r/pp1p1ppp/1qn1pn2/8/4P3/P1N1PN2/1PP3PP/R2QKB1R b KQkq - 0 8,b6b2 c3a4 b2a1 d1a1,1543,advantage opening short trappedPiece
0Fz1b,1r4k1/6p1/B4p1p/pp2pP2/P1p3R1/2Pn2P1/1P3P1P/6K1 b - - 0 34,b5a4 a6c4 g8f8 c4d3,957,advantage endgame fork short
0528L,r3nrk1/1pqn1p1p/p2p2p1/2pP4/P2bPP2/1PN2B2/1B4PP/R2QR2K w - - 0 17,c3b5 a6b5 b2d4 c5d4,1391,advantage opening short
0L2qP,8/3q1p2/4pk2/8/1R4p1/P3R3/5PP1/6K1 w - - 2 36,a3a4 d7d1 g1h2 d1d6,1343,advantage endgame master queenRookEndgame short
0azlD,3r3k/pp4p1/2p1R2p/2P5/1P3pB1/2Q4P/P4PPK/1q3n2 w - - 8 32,h2h1 f1g3 h1h2 b1h1,1123,discoveredCheck doubleCheck endgame kingsideAttack mate mateIn2 short
02KDM,1kr4r/ppq1bp2/2b3pp/3pP3/2B2P2/P7/1B2Q1PP/1RR3K1 w - - 0 22,c4d5 c7b6 g1h1 c6d5,1371,advantage intermezzo master middlegame short
03Caw,3r2k1/pp4pp/8/1PP2p2/5P2/8/P2rp1PP/R1R3K1 w - - 0 26,c1e1 d2d1 g1f2 d1a1,1566,crushing endgame pin rookEndgame short
0Vb6c,rn1r2k1/ppp2ppp/8/8/3bB3/8/PPP2PPP/3RK1NR b K - 0 13,d4f2 e1f2 d8d1 e4b7,1405,advantage middlegame short
0PwL1,3R4/1p3kp1/p1q2p1p/8/2P2Q2/1P5P/1P2r1P1/7K w - - 5 34,f4g4 e2e1 h1h2 c6c7,1302,advantage endgame master masterVsMaster short
064Uf,r1b2Q2/1p1k4/p1pB1b1p/P3Nqp1/3P4/2P5/5PPP/6K1 b - - 2 24,d7e6 f8f7 e6d6 e5c4,1899,master mate mateIn2 middlegame sacrifice short
09xgz,8/8/R5kp/3r3r/1pK4R/8/5P2/8 b - - 1 51,g6g5 h4h5 g5h5 c4d5,1359,crushing endgame master rookEndgame short
0aBaP,r3rk1Q/pp1b1pb1/3p2p1/q1nNp1B1/4P3/1P3P2/P1P3P1/2KR1B1R b - - 2 23,g7h8 h1h8 f8g7 g5f6,1517,mate mateIn2 middlegame short
0VmZ8,8/p4pk1/1p4qp/4Q3/5Pp1/P5P1/3R1KP1/2r5 b - - 2 38,g7g8 d2d8 g8h7 e5h8,1067,endgame mate mateIn2 short
0G0c9,4r1k1/p4pp1/2p1bn1p/q2p4/8/P1NB1QB1/2P2PPP/1R4K1 b - - 0 20,a5c3 d3h7 g8h7 f3c3,1348,crushing discoveredAttack middlegame short
0BErk,1rb2k2/1p3ppp/p3p1q1/2pP4/2P2Q2/2N5/PP4P1/R5K1 b - - 1 21,e6e5 f4e5 b8a8 a1e1,1791,crushing defensiveMove endgame short
0ZYzS,8/5r2/1P3b2/5N1R/7p/p4K1k/P7/8 w - - 2 51,h5h6 f6g5 h6d6 f7f5,1401,crushing discoveredAttack endgame pin short
0MX3d,2r1k1r1/8/2b1p3/1pb1B2R/p7/3B4/PPP4P/2K2R2 w - - 1 33,h5h6 c5e3 c1d1 e3h6,1132,advantage fork middlegame short
0Ko8f,4brk1/1p2qp2/p3NR2/3pP2p/3P4/P2nP1R1/4K1PP/2r5 b - - 0 28,g8h7 g3g7 h7h8 f6h6,1387,mate mateIn2 middlegame short
04xEy,1k6/1p6/p4qp1/8/PP4Qp/2P5/2K2P2/8 w - - 2 31,f2f4 f6f5 g4f5 g6f5,1306,crushing endgame master queenEndgame short
02LLO,6k1/3q1p1p/6p1/3nN3/3Q4/P7/2RK1PPP/3r4 w - - 8 35,d2d1 d5c3 c2c3 d7d4,1327,advantage discoveredAttack endgame pin short
0aDyu,8/5B2/1p1p3b/p1pP1K2/P1P5/1Pk5/8/8 w - - 4 45,f5e6 c3b3 f7e8 b3c4,1574,bishopEndgame crushing endgame short
0AWyU,7k/p4B1p/1p4p1/2qN4/2b5/3p4/Pb1Q2PP/4n2K b - - 0 31,c4d5 d2b2 c5c3 b2c3,1451,endgame hangingPiece mate mateIn2 short
0PCsh,8/pp1Qppkp/6p1/3PP3/1P6/P1r3qP/2r3P1/5RRK w - - 7 31,e5e6 g3h3 g2h3 c3h3,1435,endgame kingsideAttack mate mateIn2 sacrifice short
0OdEe,r1b1r1k1/pp1nqpp1/2pb1n1p/3pN3/3P1B2/1BP4P/PP3PP1/RN1QR1K1 w - - 7 13,e5f7 e7e1 d1e1 e8e1,1145,crushing kingsideAttack opening short
03YY2,2k4r/p1p2Qp1/2pr2p1/3p4/3P2Pq/7P/PPP5/R4RK1 w - - 0 19,f1f3 d6f6 f7f6 g7f6,1261,crushing endgame short
0M0Pb,r6r/8/1n3q2/2pPp2k/ppP1P1Rb/1P5Q/P4P2/6RK b - - 2 35,h8g8 g4g8 a8g8 g1g8,1782,crushing middlegame pin short
0TG7X,2r3k1/ppn3pp/1pp1q3/4P3/2P5/P1BR2P1/1P2Q2P/6K1 b - - 3 27,e6c4 d3d8 c8d8 e2c4,1359,crushing discoveredAttack endgame short
0GHez,r3r1k1/2q1bppp/p2p4/1ppP4/1n3P2/1P3N1P/1PP2QP1/R1BR2K1 b - - 2 18,e7f6 c2c3 a6a5 c3b4,1488,advantage middlegame short trappedPiece
0a6Oi,8/3k2p1/2p4p/p3P2P/P1b1B3/4P3/1K6/8 b - - 0 37,c4d5 e4d5 c6d5 b2c3,1870,bishopEndgame crushing defensiveMove endgame short
0HXeW,r4rk1/pp1q1p1p/2pp2p1/8/3QPn1N/2P1N3/PP3PPP/R4RK1 w - - 1 17,e4e5 f4e2 g1h1 e2d4,953,advantage fork middlegame short
0HDI0,r2qk2r/p1p2pp1/2p1p3/7p/3P2n1/1PN1P3/PB3PPK/R2Q1R2 w kq - 1 14,h2g1 d8h4 f1e1 h4f2,1828,crushing kingsideAttack middlegame short
0L9o5,1k2r2r/1pp3p1/3p2p1/p4qP1/2PP4/n1B1P2n/PP2BPR1/1KR2Q2 w - - 17 29,b1a1 f5b1 c1b1 a3c2,1473,mate mateIn2 middlegame sacrifice short smotheredMate
07QT4,r1b4r/4k2p/p3p1pb/1p2N3/8/1B6/PPP3PP/3R1RK1 b - - 0 20,h8f8 e5c6 e7e8 d1d8,1548,mate mateIn2 middlegame short
028yE,8/6k1/6b1/1p2q3/8/7p/2PQ2P1/5R1K w - - 0 64,g2h3 g6e4 d2g2 e4g2,1199,crushing endgame short
05nNw,2r4r/p3bk2/3pn1pp/Q2N1b2/2qN3P/2P1B3/PP3P2/2KR2R1 w - - 1 27,a5a7 c4d5 d4f5 d5f5,1848,advantage hangingPiece middlegame short
0PhSX,2B5/1R6/2k2p2/1p2p3/1P2P3/1KP2P2/3rn3/8 w - - 1 43,b7a7 e2c1 b3a3 d2a2,1074,endgame mate mateIn2 short
0KBEC,r3nrk1/pbq1b2p/4p1p1/1pp1P3/4N1P1/4PN2/PPQ1BP2/3RK2R w K - 0 19,e4g5 e7g5 f3g5 b7h1,1828,advantage middlegame short
0LU04,6r1/5k2/1q1p1npQ/3Pr3/8/7P/P5P1/R4R1K w - - 0 28,f1f6 f7f6 a1f1 e5f5,994,advantage endgame hangingPiece short
0YSZf,3r2k1/1p3pp1/p1p1p1np/2Pr1q2/1P1PRP2/P1B1Q3/6PP/5RK1 b - - 2 30,f5g4 f4f5 g4f5 f1f5,1393,advantage middlegame short
0ZKmp,3r2k1/p1p2p1p/2p2p2/5R2/4P3/2P4P/P1P1Q1P1/3q2K1 w - - 1 20,g1f2 d8d2 e2d2 d1d2,1108,crushing endgame pin short
0S8Zh,r1bq1rk1/2p2pp1/p2p2p1/1p6/3NP3/1B3Q2/PPP3PP/5RK1 b - - 0 18,c8b7 b3f7 f8f7 f3f7,1486,crushing kingsideAttack middlegame short
0EuU6,1r3k2/2q2ppn/2Bp1bnp/2pP4/4Q3/P1B2N1P/1P3PPK/4R3 b - - 1 27,f6c3 e4e8 b8e8 e1e8,939,mate mateIn2 middlegame operaMate sacrifice short
09Aly,8/5k1p/8/p2K4/5PR1/3r2P1/2r4P/R7 w - - 6 44,d5e5 c2e2 e5f5 d3d5,1377,endgame mate mateIn2 rookEndgame short
044JT,5rk1/5p1p/p1p5/4P1p1/PP1P1b2/1QB1N2P/3Pq1P1/5RK1 w - - 2 30,b3c4 f4e3 d2e3 e2c4,1465,advantage middlegame short
0FDBl,3r2k1/1b3pp1/p1q4p/1p2Q3/8/2N2PP1/PP4P1/4R1K1 b - - 0 23,g8f8 e5e7 f8g8 e7d8,1218,crushing endgame fork short
0F3lA,5rk1/1Q1R1pp1/pb2p2p/1q6/8/2P5/P5PP/5R1K w - - 2 29,d7f7 b5f1 f7f1 f8f1,1331,backRankMate endgame mate mateIn2 short xRayAttack
0MwsB,5Q2/2p4p/5Rq1/6k1/4r3/2P5/PP4PP/7K w - - 3 39,h2h4 e4h4 h1g1 g6f6,1719,crushing endgame short
0CuLb,2r1kr2/1b3p1p/p2qp1p1/2nB4/8/N4P1N/1PPQ2PP/2KRR3 w - - 1 22,d5b7 c5b3 c1b1 b3d2,1091,advantage middlegame pin queensideAttack short
0MddR,8/B7/8/3k1p1p/7P/5K2/7b/8 b - - 17 63,d5e5 a7b8 e5d5 b8h2,956,bishopEndgame crushing endgame master short skewer
04AF5,3r4/pp2bpk1/7p/P1p5/4q3/6P1/QP3P1P/R1R3K1 w - - 0 28,a2c4 d8d1 c1d1 e4c4,1282,advantage deflection endgame master short
0EwwH,4k3/8/p3K3/1p2P3/2p5/2P5/PP6/8 w - - 0 35,b2b3 b5b4 c3b4 c4c3,1853,crushing endgame pawnEndgame short
05m0g,6k1/3p2p1/p1BNpb1p/2r5/7P/4P3/5P2/4K1R1 w - - 0 32,c6d7 c5c1 e1e2 c1g1,1217,advantage endgame master short skewer
0HxyC,6k1/4q1r1/p7/1p5Q/3P4/P7/P6P/R6K w - - 0 39,a1c1 e7e4 h5f3 e4f3,1199,endgame mate mateIn2 short
0VuJl,4r3/2p5/7p/1pk5/p5R1/P1P1K2P/1P6/8 w - - 7 41,g4e4 e8e4 e3e4 c5c4,1214,crushing endgame rookEndgame short
06ZHc,3Q1bk1/3n1ppp/1p4q1/8/8/B4B1P/1P3PP1/6K1 b - - 5 31,h7h5 d8d7 f8a3 b2a3,1710,crushing endgame hangingPiece short
0ZfsT,8/5p2/3p2pk/p1PP4/8/P7/2K2pr1/5R2 b - - 0 44,d6c5 d5d6 g2g4 f1f2,1724,crushing endgame rookEndgame short
0UP7p,r6r/p1pp1k1p/1pn3p1/4P3/3P1p1R/8/PPPK2P1/R1B5 b - - 0 15,c6d4 h4f4 d4f5 g2g4,1421,advantage endgame fork short
0P1Nh,3rr1k1/p2q1pbp/2pBp1p1/1b2P3/4P3/2P3P1/5PBP/R2QR1K1 w - - 0 19,a1a3 g7e5 d6e5 d7d1,1181,crushing middlegame short
0WwyI,2B1k1r1/7R/4p3/2p1P1p1/5bP1/2Bb1K1P/p7/8 b - - 5 43,c5c4 c8d7 e8f8 c3b4,1493,endgame mate mateIn2 short
0UMeO,rn3rk1/ppqb1pp1/3p3p/3Pp2Q/1P2P3/P3B2P/5PPN/R3KB1R w KQ - 1 17,f1e2 c7c3 e3d2 c3a1,905,advantage fork middlegame short
0aXag,2r5/5p1p/b3p1p1/6R1/3BkP2/2K1n2P/5P2/R7 w - - 0 34,c3d2 c8c2 d2e1 c2e2,1416,endgame mate mateIn2 operaMate short vukovicMate
0O6KK,8/1p3r2/p2R2kp/6p1/4b3/1P5P/PQ4PK/5q2 b - - 8 35,g6h5 g2g4 h5h4 d6h6,1224,deflection endgame mate mateIn2 short
0a2Ys,2r3k1/5ppp/1p2q3/p1nN4/4p3/Q3P3/PP4PP/3R2K1 b - - 3 26,c5d3 d5e7 g8h8 e7c8,999,advantage endgame fork short
06kDo,4r3/p3r1k1/1p2B2p/3pR1p1/q2Pb3/P1P1Q1P1/1P2R2P/6K1 w - - 1 33,e6d5 e7e5 d4e5 e4d5,1825,advantage capturingDefender intermezzo middlegame short
0CRBi,7r/3k1ppp/1pnR4/rQb3Bq/p1P5/P3PN2/1P3PPP/5RK1 b - - 0 21,d7d6 g5f4 d6e7 b5c6,1294,advantage deflection middlegame short
07czX,2r2rk1/pp3ppp/4p3/3pP3/P2P4/QN1q4/5PPP/2RB1K2 w - - 5 22,d1e2 c8c1 a3c1 d3b3,966,advantage middlegame short
0NVU3,5rq1/p1bnk1r1/1p2pp2/2p5/3PN2Q/2P2N2/PP4PP/4RRK1 w - - 0 23,f1f2 g7h7 h4h7 g8h7,1621,advantage middlegame short trappedPiece
0UfxU,4q3/p3r2k/6p1/7p/8/3Q1P2/PP4PP/3R1K2 w - - 0 36,d3d8 e7e1 d1e1 e8d8,1547,advantage deflection endgame short
0CdKE,6k1/1bq2p1p/p1n1p1p1/1p2P3/2pQ1PP1/P1P1K3/1P1NB2P/8 w - - 1 37,d4d6 c7b6 d6d4 c6d4,1323,crushing endgame short
087tV,4r1k1/pp1n1rp1/2p1ppNp/6q1/Q2P4/2P4P/PP2RPP1/4R1K1 w - - 2 22,e2e6 e8e6 e1e6 g5g6,1655,advantage middlegame short
06HKO,r2r1bk1/5ppp/1n3q2/1Q6/1P1p4/PB3P2/KB5P/3R3R w - - 0 33,b2d4 d8d4 d1d4 f6d4,1296,crushing middlegame short
02JtO,r2q1r2/ppp2ppk/8/8/8/P2R1P2/1PQ2P1P/2K4R b - - 0 17,d8f6 d3d6 f6g6 d6g6,1106,crushing discoveredAttack discoveredCheck endgame short
03Qzn,6k1/5p1p/P4pp1/8/5B2/5RKP/PP2r3/4n3 w - - 4 36,a6a7 e2g2 g3h4 e1f3,1538,cornerMate endgame mate mateIn2 short
0UxJr,r3k2r/pp3pp1/2pbpn1p/q2pN3/3P2P1/2PBP2P/P1PQ1P2/R3K2R w KQkq - 3 16,c3c4 d6b4 d2b4 a5b4,1178,crushing middlegame pin short
0XjXE,2q2rk1/pp2Qpb1/6pp/5bBn/3P4/P1r2N1P/B4PP1/2R1R1K1 w - - 0 19,g5h4 c3c1 e1c1 c8c1,908,advantage master middlegame short
000Sa,2Q2bk1/5p1p/p5p1/2p3P1/2r1B3/7P/qPQ2P2/2K4R b - - 0 32,c4c2 e4c2 a2a1 c2b1,1622,advantage endgame short
0UzEs,8/3K4/4P3/p5p1/PbB3P1/8/5p2/4k3 b - - 21 65,f2f1q c4f1 e1f1 e6e7,1024,advancedPawn crushing endgame short
0FsU4,r4rk1/4qp2/p1pp2p1/1p2p2p/4Pn2/1B3Q1N/PPP2P2/2K3R1 b - - 1 24,f4h3 g1g6 g8h7 f3h5,1633,kingsideAttack mate mateIn2 middlegame pin short
0V0kH,2kr2nr/pp4pp/1bp1pq2/1P1pn2Q/8/B1P4P/P3BPP1/RN3RK1 b - - 2 17,g8e7 a3e7 f6e7 h5e5,1157,advantage middlegame short
0ZGJc,3r3k/1p2R2p/1p3p2/2pp1P2/8/P4Q1P/1P4PK/2q5 b - - 2 33,c1b2 f3h5 b2e5 e7e5,1529,crushing endgame short
0NtbM,r1b2rk1/pp2qpp1/2p1p2p/4P3/2PP1n2/2N5/PP2BPPP/R2Q1RK1 w - - 1 14,d1d2 e7g5 d2f4 g5f4,1433,crushing middlegame short
0HtT5,r5k1/1pp3p1/p3pr1n/3p1n2/7N/2qP3Q/P1P2PRP/6RK b - - 3 27,f5h4 g2g7 g8f8 h3h4,1815,equality intermezzo kingsideAttack middlegame short
0BOha,3R4/1p3ppk/1p5p/1P6/1n2q3/pP6/P2Q2PP/2K5 w - - 4 36,d8d4 b4a2 d2a2 e4d4,1196,advantage deflection endgame short
0V8gO,6k1/1p1nb1p1/4p2p/p7/2nB1P2/P5PP/1P4K1/3R4 w - - 1 28,d4g7 c4e3 g2f3 e3d1,963,crushing endgame fork short
0Nd0N,1k6/1pNrbp2/pQ1p2p1/4q3/1P2P3/P2r4/K1R5/8 b - - 8 35,e7f6 c7a6 b8a8 c2c8,1206,mate mateIn2 middlegame pin short
0QDAF,r7/1pq2pk1/p2pbrpp/4b3/4Q3/2P4P/PPBN1PP1/R3R1K1 b - - 5 21,d6d5 e4e5 c7e5 e1e5,1174,crushing middlegame short
0G3dE,3r1k2/1p3pp1/p6p/3N1Q2/2r1nP2/P5qP/1P4P1/3RR1K1 b - - 3 31,c4c2 f5e4 c2g2 e4g2,1425,crushing hangingPiece master middlegame short
0LiA7,4rr1k/1p2Q2p/p4Bq1/5p2/2pP4/2P1R3/PP4PP/6K1 b - - 0 26,g6f6 e7f6 f8f6 e3e8,1155,advantage discoveredAttack endgame short
0aZgl,2r3k1/4Qppp/2r1p3/1p5q/3P4/4PN2/P2B1PPP/R5K1 w - - 1 23,f3e5 c6c1 d2e1 c1a1,1547,crushing middlegame pin short
0VgE7,rn1qk2r/pbpp2pp/1p2pn2/8/2PP4/B1PB1N2/P1Q3PP/R3K2R b KQkq - 2 11,b7f3 d3g6 h7g6 c2g6,1741,mate mateIn2 middlegame sacrifice short
08w8M,8/p1p1qp2/1p2pN1k/5Br1/3P1Q2/2P5/PP3P1P/2K5 b - - 0 25,e6f5 f6g8 h6h7 g8e7,1709,crushing endgame pin short
0Y4Bt,8/5k1p/6p1/6P1/R4P1r/8/1K6/8 b - - 3 50,f7e6 f4f5 e6f5 a4h4,1334,crushing discoveredAttack endgame rookEndgame short
02QYB,r3k2r/pp3ppp/2n1p3/2bnP3/Q1Bp4/P4NB1/1q3PPP/RR4K1 b kq - 1 15,d5c3 a4c6 b7c6 b1b2,1396,advantage middlegame short
0SEiv,8/8/2k3pp/p1P2p2/1pK2P2/6P1/P6P/8 w - - 0 43,h2h3 g6g5 f4g5 h6g5,1590,crushing endgame pawnEndgame short zugzwang
06XGQ,2r2r2/6kp/p1q1b3/1p2R2Q/8/P7/1P3PPP/4R1K1 w - - 9 30,e5e6 c6e6 h5g5 e6g6,1429,crushing endgame short
03RBj,5rk1/5p2/1R2b1p1/7p/3Q4/5P1P/P1q3P1/4R1K1 w - - 2 29,d4f6 c2c5 g1h1 c5b6,1110,advantage endgame fork master short
0FL7K,8/5R2/4pPpk/3pP3/3K2P1/2p3R1/1r2r3/8 b - - 0 39,c3c2 g4g5 h6h5 f7h7,1577,endgame mate mateIn2 rookEndgame short
03LQm,1k2n3/pB6/K7/8/2P5/8/8/8 w - - 14 65,c4c5 e8c7 a6a5 b8b7,945,crushing deflection endgame short
048Mr,8/2pb2p1/3k3p/pnp2p2/2K2P1P/1P1B2P1/5B2/8 b - - 1 39,b5a7 f2c5 d6e6 c5a7,1026,crushing endgame fork short
0GK7d,3Q4/5kpp/4b3/8/5pqP/2R1P1P1/1r6/rB3RK1 w - - 2 32,f1f4 g4f4 c3c7 f4c7,1454,crushing master middlegame pin short
0Ahko,8/5N2/p1R1P2p/kp4bP/3pK3/r7/8/8 b - - 2 53,d4d3 f7g5 d3d2 c6d6,1586,crushing endgame master short
0XCeZ,4Q3/p4p1p/4k3/3p1p2/3q4/6PP/P4P2/6K1 b - - 5 32,e6f6 e8h8 f6e6 h8d4,1276,crushing endgame queenEndgame short skewer
03iNA,4q1k1/ppp2p1p/2np4/3Qb1pN/2P5/6BP/P5P1/7K b - - 1 28,e5g3 h5f6 g8f8 f6e8,1322,advantage endgame fork short
0WrZb,2r1r1k1/pp3ppp/2np3n/3R4/2q1PP2/P1N1BQP1/1PP4P/2K3R1 w - - 1 16,f3e2 c4e2 c3e2 e8e4,1394,advantage middlegame short
0FzKD,r4rk1/ppp2ppp/2n2q2/4p3/2Bb2b1/2N2N2/PP3PP1/R1BQ1RK1 b - - 3 13,g4f3 d1f3 f6f3 g2f3,1239,advantage middlegame short
0R2WG,4r1k1/ppp3p1/7p/1P2b3/5R2/2P4P/P4PP1/2B3K1 w - - 0 28,f4e4 e5h2 g1h2 e8e4,917,advantage discoveredAttack endgame short
06HsQ,r5k1/1bq1rp1p/p2N1p2/1pp2n2/3p1P2/P2P1BPP/1PPB2K1/R2Q1R2 b - - 0 20,b7f3 d1f3 c7d6 f3a8,1372,crushing middlegame short
00R0l,rnbqkb1r/pp3p1p/6pP/P1ppp3/6n1/3P1P2/1PP1P1P1/RNBQKBNR b KQkq - 0 7,g4h6 c1h6 f8h6 h1h6,1232,advantage opening short
